CAMIS,BORO,BUILDING,STREET,ZIPCODE,PHONE,INSPECTION DATE,VIOLATION CODE,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
40690910,BRONX,344,BAYCHESTER AVENUE                                                                                   ,10475,7183204764,09/11/2012,10F,Not Critical,12,A,09/11/2012,10/26/2014,Cycle Inspection / Initial Inspection
40694122,QUEENS,114-46,ROCKAWAY BOULEVARD,11420,7188459610,09/19/2012,06D,Critical,7,A,09/19/2012,10/26/2014,Cycle Inspection / Re-inspection
40694122,QUEENS,114-46,ROCKAWAY BOULEVARD,11420,7188459610,09/19/2012,10B,Not Critical,7,A,09/19/2012,10/26/2014,Cycle Inspection / Re-inspection
40694187,BRONX,3700,JEROME AVENUE                                                                                       ,10467,7185156826,09/24/2012,04N,Critical,27,B,09/24/2012,10/26/2014,Cycle Inspection / Re-inspection
40694187,BRONX,3700,JEROME AVENUE                                                                                       ,10467,7185156826,09/24/2012,06A,Critical,27,B,09/24/2012,10/26/2014,Cycle Inspection / Re-inspection
40694187,BRONX,3700,JEROME AVENUE                                                                                       ,10467,7185156826,09/24/2012,06D,Critical,27,B,09/24/2012,10/26/2014,Cycle Inspection / Re-inspection
40694187,BRONX,3700,JEROME AVENUE                                                                                       ,10467,7185156826,09/24/2012,08A,Not Critical,27,B,09/24/2012,10/26/2014,Cycle Inspection / Re-inspection
40694187,BRONX,3700,JEROME AVENUE                                                                                       ,10467,7185156826,09/24/2012,10B,Not Critical,27,B,09/24/2012,10/26/2014,Cycle Inspection / Re-inspection
40694187,BRONX,3700,JEROME AVENUE                                                                                       ,10467,7185156826,09/24/2012,10F,Not Critical,27,B,09/24/2012,10/26/2014,Cycle Inspection / Re-inspection
40694187,BRONX,3700,JEROME AVENUE                                                                                       ,10467,7185156826,09/14/2012,04N,Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
40694187,BRONX,3700,JEROME AVENUE                                                                                       ,10467,7185156826,09/14/2012,06C,Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
40694187,BRONX,3700,JEROME AVENUE                                                                                       ,10467,7185156826,09/14/2012,08A,Not Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
40694187,BRONX,3700,JEROME AVENUE                                                                                       ,10467,7185156826,09/14/2012,08B,Not Critical,21,,,10/26/2014,Cycle Inspection / Initial Inspection
40697323,MANHATTAN,2498,BROADWAY                                                                                            ,10025,9174411643,09/24/2012,06A,Critical,7,A,09/24/2012,10/26/2014,Cycle Inspection / Re-inspection
40697323,MANHATTAN,2498,BROADWAY                                                                                            ,10025,9174411643,09/24/2012,10F,Not Critical,7,A,09/24/2012,10/26/2014,Cycle Inspection / Re-inspection
40697323,MANHATTAN,2498,BROADWAY                                                                                            ,10025,9174411643,09/13/2012,02G,Critical,42,,,10/26/2014,Cycle Inspection / Initial Inspection
40697323,MANHATTAN,2498,BROADWAY                                                                                            ,10025,9174411643,09/13/2012,04N,Critical,42,,,10/26/2014,Cycle Inspection / Initial Inspection
40697323,MANHATTAN,2498,BROADWAY                                                                                            ,10025,9174411643,09/13/2012,08A,Not Critical,42,,,10/26/2014,Cycle Inspection / Initial Inspection
40697323,MANHATTAN,2498,BROADWAY                                                                                            ,10025,9174411643,09/13/2012,10F,Not Critical,42,,,10/26/2014,Cycle Inspection / Initial Inspection
40698840,QUEENS,83-02,NORTHERN BOULEVARD,11372,7183966186,09/13/2012,04H,Critical,30,,,10/26/2014,Cycle Inspection / Initial Inspection
40698840,QUEENS,83-02,NORTHERN BOULEVARD,11372,7183966186,09/13/2012,04L,Critical,30,,,10/26/2014,Cycle Inspection / Initial Inspection
40698840,QUEENS,83-02,NORTHERN BOULEVARD,11372,7183966186,09/13/2012,04M,Critical,30,,,10/26/2014,Cycle Inspection / Initial Inspection
40698840,QUEENS,83-02,NORTHERN BOULEVARD,11372,7183966186,09/13/2012,04N,Critical,30,,,10/26/2014,Cycle Inspection / Initial Inspection
40698840,QUEENS,83-02,NORTHERN BOULEVARD,11372,7183966186,09/13/2012,08A,Not Critical,30,,,10/26/2014,Cycle Inspection / Initial Inspection
40698840,QUEENS,83-02,NORTHERN BOULEVARD,11372,7183966186,09/13/2012,10B,Not Critical,30,,,10/26/2014,Cycle Inspection / Initial Inspection
40698840,QUEENS,83-02,NORTHERN BOULEVARD,11372,7183966186,09/13/2012,10H,Not Critical,30,,,10/26/2014,Cycle Inspection / Initial Inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/28/2012,02G,Critical,58,C,09/28/2012,10/26/2014,Cycle Inspection / Re-inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/28/2012,04A,Critical,58,C,09/28/2012,10/26/2014,Cycle Inspection / Re-inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/28/2012,04C,Critical,58,C,09/28/2012,10/26/2014,Cycle Inspection / Re-inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/28/2012,04H,Critical,58,C,09/28/2012,10/26/2014,Cycle Inspection / Re-inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/28/2012,04J,Critical,58,C,09/28/2012,10/26/2014,Cycle Inspection / Re-inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/28/2012,04L,Critical,58,C,09/28/2012,10/26/2014,Cycle Inspection / Re-inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/28/2012,04N,Critical,58,C,09/28/2012,10/26/2014,Cycle Inspection / Re-inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/28/2012,08A,Not Critical,58,C,09/28/2012,10/26/2014,Cycle Inspection / Re-inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/28/2012,10A,Not Critical,58,C,09/28/2012,10/26/2014,Cycle Inspection / Re-inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/13/2012,02G,Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/13/2012,04A,Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/13/2012,04H,Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/13/2012,04L,Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/13/2012,04N,Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/13/2012,05D,Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/13/2012,06A,Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/13/2012,06E,Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/13/2012,06F,Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/13/2012,08A,Not Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40699772,BRONX,494,EAST 138 STREET,10454,3479189980,09/13/2012,10B,Not Critical,68,,,10/26/2014,Cycle Inspection / Initial Inspection
40699907,MANHATTAN,20,BATTERY PLACE                                                                                       ,10004,2125282228,09/18/2012,02G,Critical,13,A,09/18/2012,10/26/2014,Cycle Inspection / Initial Inspection
40699907,MANHATTAN,20,BATTERY PLACE                                                                                       ,10004,2125282228,09/18/2012,06D,Critical,13,A,09/18/2012,10/26/2014,Cycle Inspection / Initial Inspection
40702118,MANHATTAN,359,BLEECKER STREET,10014,2129298727,09/18/2012,06D,Critical,8,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
40702118,MANHATTAN,359,BLEECKER STREET,10014,2129298727,09/18/2012,10F,Not Critical,8,A,09/18/2012,10/26/2014,Cycle Inspection / Re-inspection
40702118,MANHATTAN,359,BLEECKER STREET,10014,2129298727,09/18/2012,22C,Not Critical,,,,10/26/2014,Administrative Miscellaneous / Re-inspection
40704155,QUEENS,4231,BELL BOULEVARD                                                                                      ,11361,7184282112,09/27/2012,02G,Critical,38,C,09/27/2012,10/26/2014,Cycle Inspection / Re-inspection
40704155,QUEENS,4231,BELL BOULEVARD                                                                                      ,11361,7184282112,09/27/2012,04M,Critical,38,C,09/27/2012,10/26/2014,Cycle Inspection / Re-inspection
40704155,QUEENS,4231,BELL BOULEVARD                                                                                      ,11361,7184282112,09/27/2012,08A,Not Critical,38,C,09/27/2012,10/26/2014,Cycle Inspection / Re-inspection
40704155,QUEENS,4231,BELL BOULEVARD                                                                                      ,11361,7184282112,09/27/2012,10D,Not Critical,38,C,09/27/2012,10/26/2014,Cycle Inspection / Re-inspection
40704853,MANHATTAN,243,WEST   42 STREET                                                                                    ,10036,2129974543,09/05/2012,02G,Critical,26,B,09/05/2012,10/26/2014,Cycle Inspection / Re-inspection
40704853,MANHATTAN,243,WEST   42 STREET                                                                                    ,10036,2129974543,09/05/2012,04N,Critical,26,B,09/05/2012,10/26/2014,Cycle Inspection / Re-inspection
40704853,MANHATTAN,243,WEST   42 STREET                                                                                    ,10036,2129974543,09/05/2012,06D,Critical,26,B,09/05/2012,10/26/2014,Cycle Inspection / Re-inspection
40704853,MANHATTAN,243,WEST   42 STREET                                                                                    ,10036,2129974543,09/05/2012,08A,Not Critical,26,B,09/05/2012,10/26/2014,Cycle Inspection / Re-inspection
40704853,MANHATTAN,243,WEST   42 STREET                                                                                    ,10036,2129974543,09/05/2012,20F,Not Critical,,,,10/26/2014,Administrative Miscellaneous / Re-inspection
40705843,BROOKLYN,120,MONTAGUE STREET                                                                                     ,11201,7187973700,09/20/2012,,Not Applicable,0,A,09/20/2012,10/26/2014,Cycle Inspection / Re-inspection
40705931,MANHATTAN,75,WASHINGTON PLACE                                                                                    ,10011,2125391776,09/25/2012,02G,Critical,26,,,10/26/2014,Cycle Inspection / Initial Inspection
40705931,MANHATTAN,75,WASHINGTON PLACE                                                                                    ,10011,2125391776,09/25/2012,05D,Critical,26,,,10/26/2014,Cycle Inspection / Initial Inspection
40705931,MANHATTAN,75,WASHINGTON PLACE                                                                                    ,10011,2125391776,09/25/2012,06C,Critical,26,,,10/26/2014,Cycle Inspection / Initial Inspection
40705931,MANHATTAN,75,WASHINGTON PLACE                                                                                    ,10011,2125391776,09/25/2012,10B,Not Critical,26,,,10/26/2014,Cycle Inspection / Initial Inspection
40705931,MANHATTAN,75,WASHINGTON PLACE                                                                                    ,10011,2125391776,09/25/2012,10F,Not Critical,26,,,10/26/2014,Cycle Inspection / Initial Inspection
40706604,MANHATTAN,9,9 AVENUE,10014,2129294844,09/05/2012,04H,Critical,17,A,09/05/2012,10/26/2014,Cycle Inspection / Re-inspection
40706604,MANHATTAN,9,9 AVENUE,10014,2129294844,09/05/2012,04L,Critical,17,A,09/05/2012,10/26/2014,Cycle Inspection / Re-inspection
40707101,MANHATTAN,364,3 AVENUE,10016,2122134379,09/17/2012,02H,Critical,10,A,09/17/2012,10/26/2014,Cycle Inspection / Re-inspection
40707101,MANHATTAN,364,3 AVENUE,10016,2122134379,09/17/2012,10F,Not Critical,10,A,09/17/2012,10/26/2014,Cycle Inspection / Re-inspection
40708213,BROOKLYN,9224,3 AVENUE,11209,7187457999,09/20/2012,06B,Critical,12,,,10/26/2014,Cycle Inspection / Compliance Inspection
40708213,BROOKLYN,9224,3 AVENUE,11209,7187457999,09/20/2012,06E,Critical,12,,,10/26/2014,Cycle Inspection / Compliance Inspection
40708213,BROOKLYN,9224,3 AVENUE,11209,7187457999,09/20/2012,10F,Not Critical,12,,,10/26/2014,Cycle Inspection / Compliance Inspection
40708213,BROOKLYN,9224,3 AVENUE,11209,7187457999,09/06/2012,04N,Critical,9,A,09/06/2012,10/26/2014,Cycle Inspection / Re-inspection
40708213,BROOKLYN,9224,3 AVENUE,11209,7187457999,09/06/2012,10F,Not Critical,9,A,09/06/2012,10/26/2014,Cycle Inspection / Re-inspection
40708213,BROOKLYN,9224,3 AVENUE,11209,7187457999,09/06/2012,16B,Not Critical,,,,10/26/2014,Trans Fat / Re-inspection
40709138,MANHATTAN,828,8 AVENUE                                                                                            ,10019,2123994444,09/10/2012,02B,Critical,16,,,10/26/2014,Cycle Inspection / Initial Inspection
40709138,MANHATTAN,828,8 AVENUE                                                                                            ,10019,2123994444,09/10/2012,06C,Critical,16,,,10/26/2014,Cycle Inspection / Initial Inspection
40709138,MANHATTAN,828,8 AVENUE                                                                                            ,10019,2123994444,09/10/2012,10B,Not Critical,16,,,10/26/2014,Cycle Inspection / Initial Inspection
40709138,MANHATTAN,828,8 AVENUE                                                                                            ,10019,2123994444,09/10/2012,10F,Not Critical,16,,,10/26/2014,Cycle Inspection / Initial Inspection
40709458,QUEENS,85-01,NORTHERN BOULEVARD,11372,7182055596,09/19/2012,04L,Critical,18,,,10/26/2014,Cycle Inspection / Initial Inspection
40709458,QUEENS,85-01,NORTHERN BOULEVARD,11372,7182055596,09/19/2012,04M,Critical,18,,,10/26/2014,Cycle Inspection / Initial Inspection
40709458,QUEENS,85-01,NORTHERN BOULEVARD,11372,7182055596,09/19/2012,06C,Critical,18,,,10/26/2014,Cycle Inspection / Initial Inspection
40709458,QUEENS,85-01,NORTHERN BOULEVARD,11372,7182055596,09/19/2012,08A,Not Critical,18,,,10/26/2014,Cycle Inspection / Initial Inspection
40709458,QUEENS,85-01,NORTHERN BOULEVARD,11372,7182055596,09/19/2012,10F,Not Critical,18,,,10/26/2014,Cycle Inspection / Initial Inspection
40710951,MANHATTAN,435,WEST  116 STREET,10027,2128544999,09/06/2012,06D,Critical,5,A,09/06/2012,10/26/2014,Cycle Inspection / Initial Inspection
40710953,MANHATTAN,2920,BROADWAY,10027,2128540192,09/04/2012,02G,Critical,12,A,09/04/2012,10/26/2014,Cycle Inspection / Initial Inspection
40710953,MANHATTAN,2920,BROADWAY,10027,2128540192,09/04/2012,10B,Not Critical,12,A,09/04/2012,10/26/2014,Cycle Inspection / Initial Inspection
40710953,MANHATTAN,2920,BROADWAY,10027,2128540192,09/04/2012,10F,Not Critical,12,A,09/04/2012,10/26/2014,Cycle Inspection / Initial Inspection
